language,length,count_words,average_word_length,count_ones,count_zeros,ratio_ones,ratio_zeros,frequency_11,frequency_00,entropy,valeur
"['11', '111011', '01100', '11100', '0010', '0000101', '110100']",35,7,5.0,18,17,0.5142857142857142,0.4857142857142857,6,6,0.9994110647387552,1
"['010010', '1', '100', '1111', '00000']",19,5,3.8,8,11,0.4210526315789473,0.5789473684210527,3,4,0.9819407868640976,0
"['100', '01', '0111111', '1001', '1101010', '1111001', '11110', '111000', '0', '1000']",46,10,4.6,27,19,0.5869565217391305,0.4130434782608695,9,6,0.978070970973496,0
"['0100100', '0', '1110100', '0010', '01', '01', '1011000', '001']",33,8,4.125,13,20,0.3939393939393939,0.6060606060606061,3,7,0.9672947789468944,0
"['1', '1010', '011111', '0', '000', '0110', '1101', '00', '10']",27,9,3.0,14,13,0.5185185185185185,0.4814814814814814,5,4,0.9990102708804812,0
"['11', '00111', '00010', '110110', '001', '101110', '110100', '1010010', '0010']",44,9,4.888888888888889,22,22,0.5,0.5,7,6,1.0,0
"['1101', '101100', '000010']",16,3,5.333333333333333,7,9,0.4375,0.5625,3,3,0.9886994082884974,1
"['010001', '0110', '010', '1001', '0']",18,5,3.6,7,11,0.3888888888888889,0.6111111111111112,1,3,0.964078764808229,0
"['1100', '0', '1101', '111111', '1101', '11', '01011']",26,7,3.7142857142857144,19,7,0.7307692307692307,0.2692307692307692,8,1,0.8403586716091171,0
"['0', '00', '0000', '100', '0111', '1100']",18,6,3.0,6,12,0.3333333333333333,0.6666666666666666,2,5,0.9182958340544896,0
"['10', '0', '1100', '01011', '1', '0111110']",20,6,3.3333333333333335,12,8,0.6,0.4,4,2,0.9709505944546686,0
"['010', '0110111', '00000', '00', '1110100', '1111011']",31,6,5.166666666666667,16,15,0.5161290322580645,0.4838709677419355,6,5,0.9992492479956564,0
"['011', '001111', '111', '10101', '0101']",21,5,4.2,14,7,0.6666666666666666,0.3333333333333333,5,1,0.9182958340544896,1
['101011'],6,1,6.0,4,2,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
['100111'],6,1,6.0,4,2,0.6666666666666666,0.3333333333333333,1,1,0.9182958340544896,1
"['011', '1', '001', '0001000', '011', '0110000', '0101111', '010011', '01110', '110']",45,10,4.5,22,23,0.4888888888888889,0.5111111111111111,8,7,0.999643749677856,0
['0100000'],7,1,7.0,1,6,0.1428571428571428,0.8571428571428571,0,2,0.5916727785823275,1
"['01001', '010', '0011', '0', '0011', '00', '1110', '000001', '1', '111']",33,10,3.3,15,18,0.4545454545454545,0.5454545454545454,5,7,0.9940302114769564,0
"['1', '0110', '01', '010', '01', '111001', '00']",20,7,2.857142857142857,10,10,0.5,0.5,3,4,1.0,0
"['101', '0000011', '000', '0100', '10100', '00', '101', '00011', '11']",34,9,3.7777777777777777,13,21,0.3823529411764705,0.6176470588235294,3,8,0.9596868937742168,0
"['0', '011', '01', '0011011', '10', '11010', '00']",22,7,3.142857142857143,11,11,0.5,0.5,4,3,1.0,0
"['111', '111', '1', '0011', '0010']",15,5,3.0,10,5,0.6666666666666666,0.3333333333333333,4,2,0.9182958340544896,0
"['100', '0001', '00100', '011110', '1000000', '0101111', '00000']",37,7,5.285714285714286,13,24,0.3513513513513513,0.6486486486486487,4,9,0.9352691398683566,0
"['10', '001', '000101', '01111', '110', '0', '0011001', '1000100', '11', '0110110']",43,10,4.3,21,22,0.4883720930232558,0.5116279069767442,8,7,0.999609836367807,0
"['011', '011111', '1', '01']",12,4,3.0,9,3,0.75,0.25,4,0,0.8112781244591328,0
['0100101'],7,1,7.0,3,4,0.4285714285714285,0.5714285714285714,0,1,0.9852281360342516,1
"['11', '111', '0111110', '01', '0111']",18,5,3.6,14,4,0.7777777777777778,0.2222222222222222,5,1,0.7642045065086203,0
"['0010100', '101110', '0100', '00']",19,4,4.75,7,12,0.3684210526315789,0.631578947368421,1,5,0.9494520153879484,1
"['01011', '01111', '0']",11,3,3.6666666666666665,7,4,0.6363636363636364,0.3636363636363636,3,0,0.94566030460064,1
"['1', '1011111']",8,2,4.0,7,1,0.875,0.125,3,0,0.5435644431995964,1
"['011000', '10']",8,2,4.0,3,5,0.375,0.625,1,1,0.954434002924965,1
"['00010', '00', '10011', '10010', '01110', '1010', '1010']",30,7,4.285714285714286,13,17,0.4333333333333333,0.5666666666666667,2,5,0.9871377743721864,1
"['0', '1000110', '001011', '1', '11', '0001', '10']",23,7,3.2857142857142856,11,12,0.4782608695652174,0.5217391304347826,4,3,0.9986359641585718,0
"['0', '110', '001', '11', '0000', '0101101']",20,6,3.3333333333333335,9,11,0.45,0.55,3,3,0.9927744539878084,0
"['101', '110', '0', '10000']",12,4,3.0,5,7,0.4166666666666667,0.5833333333333334,1,3,0.9798687566511528,1
"['11000', '010', '0', '11110', '10010', '1100110', '010', '01']",31,8,3.875,15,16,0.4838709677419355,0.5161290322580645,5,7,0.9992492479956564,0
"['000', '01110', '1', '011100']",15,4,3.75,7,8,0.4666666666666667,0.5333333333333333,2,3,0.9967916319816366,1
"['10111', '010', '01000', '0010']",17,4,4.25,7,10,0.4117647058823529,0.5882352941176471,1,3,0.9774178175281716,1
"['010', '000001', '10111', '1100100', '011', '0000111', '01100']",36,7,5.142857142857143,16,20,0.4444444444444444,0.5555555555555556,6,8,0.9910760598382222,1
"['000', '1001111', '1011', '0', '1', '0', '0']",18,7,2.5714285714285716,9,9,0.5,0.5,3,3,1.0,0
"['10100', '001', '101101', '0011101', '0000', '01', '0', '10', '11', '1101']",36,10,3.6,18,18,0.5,0.5,5,5,1.0,0
"['0011000', '0', '1', '1100001', '0100111']",23,5,4.6,10,13,0.4347826086956521,0.5652173913043478,3,6,0.9876925088958034,0
"['0011110', '0', '0010110', '111001', '0100', '00', '0010000', '1', '011', '0']",39,10,3.9,16,23,0.4102564102564102,0.5897435897435898,5,9,0.97663491144401,0
"['0110', '1', '10010', '0']",11,4,2.75,5,6,0.4545454545454545,0.5454545454545454,2,2,0.9940302114769564,0
"['1', '01', '1010010', '0', '0', '11101', '01111', '11', '100', '0']",28,10,2.8,16,12,0.5714285714285714,0.4285714285714285,5,3,0.9852281360342516,0
"['001000', '0']",7,2,3.5,1,6,0.1428571428571428,0.8571428571428571,0,3,0.5916727785823275,1
"['0100', '01100', '0111100', '1111000', '001', '11001']",31,6,5.166666666666667,15,16,0.4838709677419355,0.5161290322580645,6,6,0.9992492479956564,1
"['0101', '0010100', '0100110', '01111', '101001', '11010', '0010', '11110', '000', '10']",48,10,4.8,23,25,0.4791666666666667,0.5208333333333334,6,8,0.9987472979361685,0
['01000'],5,1,5.0,1,4,0.2,0.8,0,1,0.7219280948873623,1
"['000011', '0011001', '0101110', '0011100', '011', '1101000', '1100101', '10101']",49,8,6.125,24,25,0.4897959183673469,0.5102040816326531,8,8,0.9996995428565172,1
"['001011', '0000100', '00101', '0111010', '1000', '001', '111', '0101', '10', '1111100']",48,10,4.8,23,25,0.4791666666666667,0.5208333333333334,7,8,0.9987472979361685,0
['1011100'],7,1,7.0,4,3,0.5714285714285714,0.4285714285714285,1,1,0.9852281360342516,1
"['10', '1101', '1011', '111']",13,4,3.25,10,3,0.7692307692307693,0.2307692307692307,4,0,0.7793498372920851,1
"['0000', '0101', '001010', '10111', '0101000', '00100', '00']",33,7,4.714285714285714,11,22,0.3333333333333333,0.6666666666666666,1,7,0.9182958340544896,0
"['1000', '1', '110', '11110', '1']",14,5,2.8,9,5,0.6428571428571429,0.3571428571428571,3,1,0.9402859586706313,0
"['1010', '101111', '1110100', '10010', '11', '01', '1', '001110', '1001000', '10']",42,10,4.2,23,19,0.5476190476190477,0.4523809523809524,6,5,0.9934472383802028,0
"['00', '010101', '1010', '111110', '1', '10101', '11010', '11011', '0111']",38,9,4.222222222222222,24,14,0.631578947368421,0.3684210526315789,8,1,0.9494520153879484,0
['10'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['1001010', '000', '0010001', '00101', '111', '11', '1100', '0110000', '00']",40,9,4.444444444444445,16,24,0.4,0.6,5,10,0.9709505944546686,0
"['0111', '0010001', '10', '101', '10001', '00011', '11', '010000']",34,8,4.25,15,19,0.4411764705882353,0.5588235294117647,5,6,0.9899927915575186,0
"['00100', '0', '1010000', '11110', '0', '010100', '001', '0110100', '0100']",39,9,4.333333333333333,14,25,0.358974358974359,0.6410256410256411,3,9,0.9418285354475155,0
['1111011'],7,1,7.0,6,1,0.8571428571428571,0.1428571428571428,3,0,0.5916727785823275,1
"['0010100', '0001', '1111', '101']",18,4,4.5,9,9,0.5,0.5,3,3,1.0,1
"['0100111', '11', '01010', '0', '0', '00111']",21,6,3.5,11,10,0.5238095238095238,0.4761904761904761,3,3,0.998363672593813,1
"['0011000', '00000']",12,2,6.0,2,10,0.1666666666666666,0.8333333333333334,1,5,0.6500224216483541,1
"['0', '110010', '1', '0010010', '011', '0010110']",25,6,4.166666666666667,11,14,0.44,0.56,3,5,0.9895875212220556,0
"['011', '00100', '11011', '111110', '1', '111000', '11']",28,7,4.0,18,10,0.6428571428571429,0.3571428571428571,8,3,0.9402859586706313,0
"['1111111', '11', '0010010', '01011', '00', '1000001', '011', '010', '1000110']",43,9,4.777777777777778,22,21,0.5116279069767442,0.4883720930232558,7,7,0.999609836367807,0
"['0111', '1110000', '1110110', '000000', '1111', '111']",31,6,5.166666666666667,18,13,0.5806451612903226,0.4193548387096774,8,5,0.9811522341999132,0
['00'],2,1,2.0,0,2,0.0,1.0,0,1,-0.0,1
"['00', '1011']",6,2,3.0,3,3,0.5,0.5,1,1,1.0,1
"['0', '111', '0', '110', '001', '000000']",17,6,2.8333333333333335,6,11,0.3529411764705882,0.6470588235294118,2,4,0.9366673818775626,0
"['1111', '0', '010000', '001', '0101000', '011010', '101011', '1011', '00', '11011']",44,10,4.4,22,22,0.5,0.5,7,7,1.0,0
"['1111', '11', '1011', '010', '011111', '00100', '00110']",29,7,4.142857142857143,18,11,0.6206896551724138,0.3793103448275862,7,4,0.9575534837147482,0
"['1', '011', '001', '1010100']",14,4,3.5,7,7,0.5,0.5,2,2,1.0,1
"['111', '10001', '100', '110000', '110', '11', '010']",25,7,3.5714285714285716,13,12,0.52,0.48,6,4,0.9988455359952018,0
['101'],3,1,3.0,2,1,0.6666666666666666,0.3333333333333333,0,0,0.9182958340544896,1
"['1011101', '0110', '000', '1000101', '0000', '1110', '00100']",34,7,4.857142857142857,14,20,0.4117647058823529,0.5882352941176471,3,7,0.9774178175281716,0
"['1001', '0011101', '0100', '00', '01001']",22,5,4.4,9,13,0.4090909090909091,0.5909090909090909,1,5,0.9760206482366148,1
"['0110100', '00100', '000', '110', '00', '0101000', '1110']",31,7,4.428571428571429,11,20,0.3548387096774194,0.6451612903225806,3,7,0.9383153522334068,0
"['10111', '11001', '1', '010110', '11', '111000', '1100', '01']",31,8,3.875,19,12,0.6129032258064516,0.3870967741935484,7,3,0.9629004147713268,0
"['1001', '000', '111', '0101', '1', '0000', '010', '1001110', '1101110']",36,9,4.0,18,18,0.5,0.5,5,5,1.0,0
"['10', '010111', '0', '1', '0', '0000', '1', '10']",18,8,2.25,8,10,0.4444444444444444,0.5555555555555556,2,3,0.9910760598382222,0
"['01100', '011']",8,2,4.0,4,4,0.5,0.5,2,1,1.0,1
"['101011', '10101', '11111', '110', '00010', '01', '0100', '01', '0010001', '10111']",44,10,4.4,24,20,0.5454545454545454,0.4545454545454545,7,6,0.9940302114769564,0
"['100', '1100010']",10,2,5.0,4,6,0.4,0.6,1,2,0.9709505944546686,1
"['011100', '010', '10010', '110110', '11001', '101000', '11', '100101']",39,8,4.875,20,19,0.5128205128205128,0.4871794871794871,6,5,0.999525689293649,0
"['111000', '10', '01', '0', '1', '01111', '0010111', '10']",26,8,3.25,15,11,0.5769230769230769,0.4230769230769231,5,3,0.9828586897127056,0
"['110001', '11', '00', '0110001', '011100', '1101100', '0001111']",37,7,5.285714285714286,19,18,0.5135135135135135,0.4864864864864865,8,6,0.9994730201859836,0
"['1010', '101000', '111011', '100', '10011', '1110100', '111111', '1']",38,8,4.75,24,14,0.631578947368421,0.3684210526315789,7,4,0.9494520153879484,0
"['01', '1001010', '1110', '101', '0111000']",23,5,4.6,12,11,0.5217391304347826,0.4782608695652174,3,2,0.9986359641585718,1
"['01000', '0101110']",12,2,6.0,5,7,0.4166666666666667,0.5833333333333334,1,2,0.9798687566511528,1
"['1001100', '1110101', '0', '01000', '1', '10']",23,6,3.8333333333333335,11,12,0.4782608695652174,0.5217391304347826,3,4,0.9986359641585718,0
"['10111', '001', '11011']",13,3,4.333333333333333,9,4,0.6923076923076923,0.3076923076923077,3,1,0.8904916402194913,1
"['110111', '01']",8,2,4.0,6,2,0.75,0.25,2,0,0.8112781244591328,1
"['01101', '11', '01', '010001', '011', '011']",21,6,3.5,12,9,0.5714285714285714,0.4285714285714285,4,1,0.9852281360342516,0
"['10', '01001', '111111', '01010']",18,4,4.5,11,7,0.6111111111111112,0.3888888888888889,3,2,0.964078764808229,1
"['000', '00', '0', '00001', '0', '01111', '100010', '01100', '0000']",32,9,3.5555555555555554,9,23,0.28125,0.71875,3,11,0.8571484374283715,0
"['1', '11', '1110', '100', '1110', '1111110', '01001', '000110']",32,8,4.0,20,12,0.625,0.375,8,4,0.954434002924965,0
"['010101', '0111011', '1010', '1', '10011']",23,5,4.6,14,9,0.6086956521739131,0.391304347826087,4,1,0.9656361333706098,0
"['011', '001101', '1011', '011011']",19,4,4.75,12,7,0.631578947368421,0.3684210526315789,6,1,0.9494520153879484,0
"['11', '00110', '1001110', '1111101', '1010100', '0111001']",35,6,5.833333333333333,21,14,0.6,0.4,7,4,0.9709505944546686,1
"['010011', '11', '1001011']",15,3,5.0,9,6,0.6,0.4,3,2,0.9709505944546686,1
"['110', '0110']",7,2,3.5,4,3,0.5714285714285714,0.4285714285714285,2,1,0.9852281360342516,1
"['0100111', '1111100', '00001', '1000', '0101100', '11', '101', '00']",37,8,4.625,18,19,0.4864864864864865,0.5135135135135135,7,8,0.9994730201859836,0
"['0000', '1010', '000', '00', '011', '0011', '0011', '0001']",28,8,3.5,9,19,0.3214285714285714,0.6785714285714286,3,8,0.9059282160429992,0
['001100'],6,1,6.0,2,4,0.3333333333333333,0.6666666666666666,1,2,0.9182958340544896,1
"['111', '1', '01']",6,3,2.0,5,1,0.8333333333333334,0.1666666666666666,2,0,0.6500224216483541,0
"['0011011', '000000', '011', '100100', '0000', '1111', '010', '0100011']",40,8,5.0,16,24,0.4,0.6,6,10,0.9709505944546686,0
['1101111'],7,1,7.0,6,1,0.8571428571428571,0.1428571428571428,3,0,0.5916727785823275,1
"['11', '01', '100000', '011']",13,4,3.25,6,7,0.4615384615384615,0.5384615384615384,3,3,0.9957274520849256,1
"['11', '00', '0001']",8,3,2.6666666666666665,3,5,0.375,0.625,1,2,0.954434002924965,1
"['1001', '101100', '1']",11,3,3.6666666666666665,6,5,0.5454545454545454,0.4545454545454545,2,2,0.9940302114769564,1
"['1000', '000', '010111', '1101', '01', '101110']",25,6,4.166666666666667,13,12,0.52,0.48,4,3,0.9988455359952018,0
"['11', '01100', '00011', '1', '01']",15,5,3.0,8,7,0.5333333333333333,0.4666666666666667,3,2,0.9967916319816366,0
"['0110111', '0011', '0000', '111', '110', '11101', '00111', '1011001', '101']",41,9,4.555555555555555,25,16,0.6097560975609756,0.3902439024390244,10,5,0.9649567669505684,0
"['010011', '0000110', '0', '111111', '01', '1', '0100', '011', '00110']",35,9,3.888888888888889,18,17,0.5142857142857142,0.4857142857142857,8,6,0.9994110647387552,0
"['110111', '0011', '10000', '01', '001001', '110010']",29,6,4.833333333333333,14,15,0.4827586206896552,0.5172413793103449,4,6,0.9991421039919088,1
"['01000', '111', '0']",9,3,3.0,4,5,0.4444444444444444,0.5555555555555556,1,1,0.9910760598382222,1
"['10', '101100', '1101001', '0111001', '0100001']",29,5,5.8,14,15,0.4827586206896552,0.5172413793103449,3,5,0.9991421039919088,1
"['0', '011', '01100', '11', '011000', '1', '00', '0']",21,8,2.625,9,12,0.4285714285714285,0.5714285714285714,4,4,0.9852281360342516,0
"['01', '1100', '11101', '00', '00001', '1011011', '101110', '00101', '01100', '110011']",47,10,4.7,25,22,0.5319148936170213,0.4680851063829787,9,7,0.9970590569034106,0
"['1110110', '001', '10010', '101011', '01001', '0000110', '111010', '0110', '1']",44,9,4.888888888888889,23,21,0.5227272727272727,0.4772727272727273,7,6,0.9985090989176322,0
"['1000', '11000', '11001', '000111', '00010', '1', '10', '1']",29,8,3.625,13,16,0.4482758620689655,0.5517241379310345,4,5,0.9922666387194964,0
"['0', '0', '00101', '1101011', '1010', '1100101', '1']",26,7,3.7142857142857144,14,12,0.5384615384615384,0.4615384615384615,4,3,0.9957274520849256,0
"['111110', '0', '0', '1', '11011', '01001', '10', '110110']",27,8,3.375,17,10,0.6296296296296297,0.3703703703703703,7,2,0.9509560484549724,0
"['1010010', '000', '0', '1010011', '1011110', '100', '1', '111001']",35,8,4.375,18,17,0.5142857142857142,0.4857142857142857,5,6,0.9994110647387552,0
"['0010111', '01', '1100010', '1', '0', '011']",21,6,3.5,11,10,0.5238095238095238,0.4761904761904761,3,3,0.998363672593813,0
['11'],2,1,2.0,2,0,1.0,0.0,1,0,-0.0,1
"['001100', '01', '1011010', '110', '0', '0100', '01', '010100', '011', '11']",36,10,3.6,17,19,0.4722222222222222,0.5277777777777778,6,5,0.997772472089982,0
"['1110111', '1010111', '00', '0', '1', '1000', '00', '01100', '0']",30,9,3.3333333333333335,15,15,0.5,0.5,6,5,1.0,0
"['111', '00001']",8,2,4.0,4,4,0.5,0.5,1,2,1.0,1
"['001', '00', '1101100', '01101', '0010']",21,5,4.2,9,12,0.4285714285714285,0.5714285714285714,3,4,0.9852281360342516,1
"['11110', '000101', '10', '101011', '10', '11011', '001010', '010101', '011100']",44,9,4.888888888888889,24,20,0.5454545454545454,0.4545454545454545,7,5,0.9940302114769564,1
"['001', '1', '10100', '00', '010', '0', '100111', '0101']",25,8,3.125,11,14,0.44,0.56,2,5,0.9895875212220556,0
"['1010111', '000111', '01011', '1101', '1', '010', '1', '000']",30,8,3.75,17,13,0.5666666666666667,0.4333333333333333,5,2,0.9871377743721864,0
"['11010', '00101', '01', '111000', '0', '11']",21,6,3.5,11,10,0.5238095238095238,0.4761904761904761,4,3,0.998363672593813,0
"['11111', '111', '110', '1', '10001']",17,5,3.4,13,4,0.7647058823529411,0.2352941176470588,6,1,0.7871265862012691,0
"['000000', '0000']",10,2,5.0,0,10,0.0,1.0,0,5,-0.0,0
"['10100', '1111011', '110110', '1', '1', '00101', '00000']",30,7,4.285714285714286,16,14,0.5333333333333333,0.4666666666666667,6,4,0.9967916319816366,1
"['01000', '10', '000000', '11', '001', '0100110']",25,6,4.166666666666667,8,17,0.32,0.68,2,6,0.9043814577244936,1
"['000', '111001', '11', '1000111', '0', '1', '101']",23,7,3.2857142857142856,13,10,0.5652173913043478,0.4347826086956521,5,3,0.9876925088958034,0
['011'],3,1,3.0,2,1,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
"['1', '0000', '001']",8,3,2.6666666666666665,2,6,0.25,0.75,0,3,0.8112781244591328,1
"['111', '000', '0000', '00010', '1101000', '010', '010110']",31,7,4.428571428571429,11,20,0.3548387096774194,0.6451612903225806,3,8,0.9383153522334068,0
['01110'],5,1,5.0,3,2,0.6,0.4,1,0,0.9709505944546686,1
"['1101010', '00', '10', '11']",13,4,3.25,7,6,0.5384615384615384,0.4615384615384615,2,1,0.9957274520849256,1
"['10', '00110', '1000', '100', '1010100', '01']",23,6,3.8333333333333335,9,14,0.391304347826087,0.6086956521739131,1,4,0.9656361333706098,0
"['001', '010', '1', '0010110', '1111', '0001001', '1011001', '011111', '011011']",44,9,4.888888888888889,25,19,0.5681818181818182,0.4318181818181818,9,5,0.9865446300055644,0
"['1110', '000', '1', '011100', '1', '010011', '0111', '101', '011']",31,9,3.4444444444444446,18,13,0.5806451612903226,0.4193548387096774,6,4,0.9811522341999132,0
"['1', '01010', '0', '10', '11', '0111100', '01011', '1110', '001', '100010']",36,10,3.6,19,17,0.5277777777777778,0.4722222222222222,6,4,0.997772472089982,0
"['0000', '0010110']",11,2,5.5,3,8,0.2727272727272727,0.7272727272727273,1,3,0.8453509366224364,1
"['00', '1000001', '1001', '100111', '1110', '010101', '11']",31,7,4.428571428571429,16,15,0.5161290322580645,0.4838709677419355,6,6,0.9992492479956564,0
"['110100', '011', '11000', '0001', '00', '0000']",24,6,4.0,8,16,0.3333333333333333,0.6666666666666666,3,7,0.9182958340544896,0
"['1111', '111000', '111', '101', '010', '000000', '111']",28,7,4.0,16,12,0.5714285714285714,0.4285714285714285,6,4,0.9852281360342516,0
['0'],1,1,1.0,0,1,0.0,1.0,0,0,-0.0,1
"['0001', '0100111']",11,2,5.5,5,6,0.4545454545454545,0.5454545454545454,1,2,0.9940302114769564,1
"['1001100', '100010']",13,2,6.5,5,8,0.3846153846153846,0.6153846153846154,1,3,0.961236604722876,1
"['10100', '10', '0', '0', '000101']",15,5,3.0,5,10,0.3333333333333333,0.6666666666666666,0,4,0.9182958340544896,0
"['11101', '000', '1', '100011', '01011', '1']",21,6,3.5,12,9,0.5714285714285714,0.4285714285714285,4,2,0.9852281360342516,0
"['0', '101000', '11', '0', '1110', '00100', '01011', '01011', '10000', '0']",35,10,3.5,15,20,0.4285714285714285,0.5714285714285714,4,5,0.9852281360342516,0
"['1000000', '0', '0', '111', '0100', '110111', '1000000']",29,7,4.142857142857143,11,18,0.3793103448275862,0.6206896551724138,4,8,0.9575534837147482,0
